"COD_VAR";"LIB_VAR";"COD_MOD";"LIB_MOD"
"ACTIVITY";"Activité économique";"27.31";"Fabrication de câbles de fibres optiques"
"ACTIVITY";"Activité économique";"36.0";"Captage, traitement et distribution d'eau"
"ACTIVITY";"Activité économique";"30.12";"Construction de bateaux de plaisance"
"ACTIVITY";"Activité économique";"32.13";"Fabrication d'articles de bijouterie fantaisie et articles similaires"
"ACTIVITY";"Activité économique";"16.2";"Fabrication d'articles en bois, liège, vannerie et sparterie"
"ACTIVITY";"Activité économique";"10.20";"Transformation et conservation de poisson, de crustacés et de mollusques"
"ACTIVITY";"Activité économique";"10.91Z";"Fabrication d'aliments pour animaux de ferme"
"ACTIVITY";"Activité économique";"A38_CK";"Fabrication de machines et équipements n.c.a."
"ACTIVITY";"Activité économique";"28.11Z";"Fabrication de moteurs et turbines, à l'exception des moteurs d'avions et de véhicules"
"ACTIVITY";"Activité économique";"24.41Z";"Production de métaux précieux"
"ACTIVITY";"Activité économique";"A38_CI";"Fabrication de produits informatiques, électroniques et optiques"
"ACTIVITY";"Activité économique";"23.49Z";"Fabrication d'autres produits céramiques"
"ACTIVITY";"Activité économique";"35.23Z";"Commerce de combustibles gazeux par conduites"
"ACTIVITY";"Activité économique";"A88_39";"Dépollution et autres services de gestion des déchets"
"ACTIVITY";"Activité économique";"35.11";"Production d'électricité"
"ACTIVITY";"Activité économique";"10.84";"Fabrication de condiments et assaisonnements"
"ACTIVITY";"Activité économique";"33.15Z";"Réparation et maintenance navale"
"ACTIVITY";"Activité économique";"11.06Z";"Fabrication de malt"
"ACTIVITY";"Activité économique";"11.06";"Fabrication de malt"
"ACTIVITY";"Activité économique";"20.6";"Fabrication de fibres artificielles ou synthétiques"
"ACTIVITY";"Activité économique";"42.99";"Construction d'autres ouvrages de génie civil n.c.a."
"ACTIVITY";"Activité économique";"17.11Z";"Fabrication de pâte à papier"
"ACTIVITY";"Activité économique";"43.32";"Travaux de menuiserie"
"ACTIVITY";"Activité économique";"23.19Z";"Fabrication et façonnage d'autres articles en verre, y compris verre technique"
"ACTIVITY";"Activité économique";"23.31Z";"Fabrication de carreaux en céramique"
"ACTIVITY";"Activité économique";"26.70";"Fabrication de matériels optique et photographique"
"ACTIVITY";"Activité économique";"23.32Z";"Fabrication de briques, tuiles et produits de construction, en terre cuite"
"ACTIVITY";"Activité économique";"08.92Z";"Extraction de tourbe"
"ACTIVITY";"Activité économique";"26.51A";"Fabrication d'équipements d'aide à la navigation"
"ACTIVITY";"Activité économique";"32.9";"Activités manufacturières n.c.a."
"ACTIVITY";"Activité économique";"23.61Z";"Fabrication d'éléments en béton pour la construction"
"ACTIVITY";"Activité économique";"14.3";"Fabrication d'articles à mailles"
"ACTIVITY";"Activité économique";"42.13";"Construction de ponts et tunnels"
"ACTIVITY";"Activité économique";"11.04";"Production d'autres boissons fermentées non distillées"
"ACTIVITY";"Activité économique";"35.13";"Distribution d'électricité"
"ACTIVITY";"Activité économique";"14.20";"Fabrication d'articles en fourrure"
"ACTIVITY";"Activité économique";"30.11Z";"Construction de navires et de structures flottantes"
"ACTIVITY";"Activité économique";"10.41";"Fabrication d'huiles et graisses"
"ACTIVITY";"Activité économique";"27.33Z";"Fabrication de matériel d'installation électrique"
"ACTIVITY";"Activité économique";"35.21Z";"Production de combustibles gazeux"
"ACTIVITY";"Activité économique";"27.90Z";"Fabrication d'autres matériels électriques"
"ACTIVITY";"Activité économique";"10.42Z";"Fabrication de margarine et graisses comestibles similaires"
"ACTIVITY";"Activité économique";"33.20A";"Installation de structures métalliques, chaudronnées et de tuyauterie"
"ACTIVITY";"Activité économique";"24.32";"Laminage à froid de feuillards"
"ACTIVITY";"Activité économique";"27.33";"Fabrication de matériel d'installation électrique"
"ACTIVITY";"Activité économique";"19.2";"Raffinage du pétrole"
"ACTIVITY";"Activité économique";"18.20Z";"Reproduction d'enregistrements"
"ACTIVITY";"Activité économique";"24.41";"Production de métaux précieux"
"ACTIVITY";"Activité économique";"23.41Z";"Fabrication d'articles céramiques à usage domestique ou ornemental"
"ACTIVITY";"Activité économique";"30.91Z";"Fabrication de motocycles"
"ACTIVITY";"Activité économique";"10.51B";"Fabrication de beurre"
"ACTIVITY";"Activité économique";"43.22B";"Travaux d'installation d'équipements thermiques et de climatisation"
"ACTIVITY";"Activité économique";"35.30";"Production et distribution de vapeur et d'air conditionné"
"ACTIVITY";"Activité économique";"27.32";"Fabrication d'autres fils et câbles électroniques ou électriques"
"ACTIVITY";"Activité économique";"42.11";"Construction de routes et autoroutes"
"ACTIVITY";"Activité économique";"10.2";"Transformation et conservation de poisson, de crustacés et de mollusques"
"ACTIVITY";"Activité économique";"14.39Z";"Fabrication d'autres articles à mailles"
"ACTIVITY";"Activité économique";"42.13B";"Construction et entretien de tunnels"
"ACTIVITY";"Activité économique";"43.13Z";"Forages et sondages"
"ACTIVITY";"Activité économique";"10.42";"Fabrication de margarine et graisses comestibles similaires"
"ACTIVITY";"Activité économique";"25.50A";"Forge, estampage, matriçage ; métallurgie des poudres"
"ACTIVITY";"Activité économique";"33.20C";"Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels"
"ACTIVITY";"Activité économique";"17.12Z";"Fabrication de papier et de carton"
"ACTIVITY";"Activité économique";"23.4";"Fabrication d'autres produits en céramique et en porcelaine"
"ACTIVITY";"Activité économique";"23.69Z";"Fabrication d'autres ouvrages en béton, en ciment ou en plâtre"
"ACTIVITY";"Activité économique";"17.12";"Fabrication de papier et de carton"
"ACTIVITY";"Activité économique";"10.71D";"Pâtisserie"
"ACTIVITY";"Activité économique";"26.8";"Fabrication de supports magnétiques et optiques"
"ACTIVITY";"Activité économique";"23.65Z";"Fabrication d'ouvrages en fibre-ciment"
"ACTIVITY";"Activité économique";"43.21A";"Travaux d'installation électrique dans tous locaux"
"ACTIVITY";"Activité économique";"35.21";"Production de combustibles gazeux"
"ACTIVITY";"Activité économique";"18.2";"Reproduction d'enregistrements"
"ACTIVITY";"Activité économique";"11.04Z";"Production d'autres boissons fermentées non distillées"
"ACTIVITY";"Activité économique";"06.10";"Extraction de pétrole brut"
"ACTIVITY";"Activité économique";"35.22Z";"Distribution de combustibles gazeux par conduites"
"ACTIVITY";"Activité économique";"11.03Z";"Fabrication de cidre et de vins de fruits"
"ACTIVITY";"Activité économique";"30.99";"Fabrication d'autres équipements de transport n.c.a."
"ACTIVITY";"Activité économique";"25.12";"Fabrication de portes et fenêtres en métal"
"ACTIVITY";"Activité économique";"32.30";"Fabrication d'articles de sport"
"ACTIVITY";"Activité économique";"10.41B";"Fabrication d'huiles et graisses raffinées"
"ACTIVITY";"Activité économique";"27.2";"Fabrication de piles et d'accumulateurs électriques"
"ACTIVITY";"Activité économique";"20.13A";"Enrichissement et retraitement de matières nucléaires"
"ACTIVITY";"Activité économique";"24.43Z";"Métallurgie du plomb, du zinc ou de l'étain"
"ACTIVITY";"Activité économique";"43.9";"Autres travaux de construction spécialisés"
"ACTIVITY";"Activité économique";"33.11Z";"Réparation d'ouvrages en métaux"
"ACTIVITY";"Activité économique";"27.9";"Fabrication d'autres matériels électriques"
"ACTIVITY";"Activité économique";"10.62Z";"Fabrication de produits amylacés"
"ACTIVITY";"Activité économique";"81.29";"Autres activités de nettoyage"
"ACTIVITY";"Activité économique";"80.1";"Activités de sécurité privée"
"ACTIVITY";"Activité économique";"81.21";"Nettoyage courant des bâtiments"
"ACTIVITY";"Activité économique";"81.3";"Services d'aménagement paysager"
"ACTIVITY";"Activité économique";"78.3";"Autre mise à disposition de ressources humaines"
"ACTIVITY";"Activité économique";"35.12Z";"Transport d'électricité"
"ACTIVITY";"Activité économique";"A17_FZ";"Construction"
"ACTIVITY";"Activité économique";"32.12";"Fabrication d'articles de joaillerie et bijouterie"
"ACTIVITY";"Activité économique";"81.10";"Activités combinées de soutien lié aux bâtiments"
"ACTIVITY";"Activité économique";"10.20Z";"Transformation et conservation de poisson, de crustacés et de mollusques"
"ACTIVITY";"Activité économique";"11.03";"Fabrication de cidre et de vins de fruits"
"ACTIVITY";"Activité économique";"35.12";"Transport d'électricité"
"ACTIVITY";"Activité économique";"23.69";"Fabrication d'autres ouvrages en béton, en ciment ou en plâtre"
"ACTIVITY";"Activité économique";"23.65";"Fabrication d'ouvrages en fibre-ciment"
"ACTIVITY";"Activité économique";"14.20Z";"Fabrication d'articles en fourrure"
"ACTIVITY";"Activité économique";"30.11";"Construction de navires et de structures flottantes"
"ACTIVITY";"Activité économique";"28.29B";"Fabrication d'autres machines d'usage général"
"ACTIVITY";"Activité économique";"14.39";"Fabrication d'autres articles à mailles"
"ACTIVITY";"Activité économique";"35.22";"Distribution de combustibles gazeux par conduites"
"ACTIVITY";"Activité économique";"80.10";"Activités de sécurité privée"
"ACTIVITY";"Activité économique";"81.2";"Activités de nettoyage"
"ACTIVITY";"Activité économique";"81.1";"Activités combinées de soutien lié aux bâtiments"
"ACTIVITY";"Activité économique";"24.43";"Métallurgie du plomb, du zinc ou de l'étain"
"ACTIVITY";"Activité économique";"77.4";"Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright"
"ACTIVITY";"Activité économique";"10.39B";"Transformation et conservation de fruits"
"ACTIVITY";"Activité économique";"26.40Z";"Fabrication de produits électroniques grand public"
"ACTIVITY";"Activité économique";"28.2";"Fabrication d'autres machines d'usage général"
"ACTIVITY";"Activité économique";"43.21B";"Travaux d'installation électrique sur la voie publique"
"ACTIVITY";"Activité économique";"06.10Z";"Extraction de pétrole brut"
"ACTIVITY";"Activité économique";"06.1";"Extraction de pétrole brut"
"ACTIVITY";"Activité économique";"43.99A";"Travaux d'étanchéification"
"ACTIVITY";"Activité économique";"28.9";"Fabrication d'autres machines d'usage spécifique"
"ACTIVITY";"Activité économique";"30.12Z";"Construction de bateaux de plaisance"
"ACTIVITY";"Activité économique";"19.20";"Raffinage du pétrole"
"ACTIVITY";"Activité économique";"35.11Z";"Production d'électricité"
"ACTIVITY";"Activité économique";"27.31Z";"Fabrication de câbles de fibres optiques"
"ACTIVITY";"Activité économique";"35.23";"Commerce de combustibles gazeux par conduites"
"ACTIVITY";"Activité économique";"64";"Activités des services financiers, hors assurance et caisses de retraite"
"ACTIVITY";"Activité économique";"35.13Z";"Distribution d'électricité"
"ACTIVITY";"Activité économique";"19.20Z";"Raffinage du pétrole"
"ACTIVITY";"Activité économique";"30.4";"Construction de véhicules militaires de combat"
"ACTIVITY";"Activité économique";"20.13B";"Fabrication d'autres produits chimiques inorganiques de base n.c.a."
"ACTIVITY";"Activité économique";"14.2";"Fabrication d'articles en fourrure"
"ACTIVITY";"Activité économique";"10.13";"Préparation de produits à base de viande"
"ACTIVITY";"Activité économique";"22.21";"Fabrication de plaques, feuilles, tubes et profilés en matières plastiques"
"ACTIVITY";"Activité économique";"10.8";"Fabrication d'autres produits alimentaires"
"ACTIVITY";"Activité économique";"42.2";"Construction de réseaux et de lignes"
"ACTIVITY";"Activité économique";"14.13Z";"Fabrication de vêtements de dessus"
"ACTIVITY";"Activité économique";"30.40";"Construction de véhicules militaires de combat"
"ACTIVITY";"Activité économique";"32.13Z";"Fabrication d'articles de bijouterie fantaisie et articles similaires"
"ACTIVITY";"Activité économique";"27.20Z";"Fabrication de piles et d'accumulateurs électriques"
"ACTIVITY";"Activité économique";"30.99Z";"Fabrication d'autres équipements de transport n.c.a."
"ACTIVITY";"Activité économique";"30.40Z";"Construction de véhicules militaires de combat"
"ACTIVITY";"Activité économique";"27.20";"Fabrication de piles et d'accumulateurs électriques"
"ACTIVITY";"Activité économique";"23.14Z";"Fabrication de fibres de verre"
"ACTIVITY";"Activité économique";"28.95Z";"Fabrication de machines pour les industries du papier et du carton"
"ACTIVITY";"Activité économique";"10.83Z";"Transformation du thé et du café"
"ACTIVITY";"Activité économique";"20.2";"Fabrication de pesticides et d'autres produits agrochimiques"
"ACTIVITY";"Activité économique";"78.2";"Activités des agences de travail temporaire"
"ACTIVITY";"Activité économique";"29.32";"Fabrication d'autres équipements automobiles"
"ACTIVITY";"Activité économique";"25.30";"Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central"
"ACTIVITY";"Activité économique";"20.51Z";"Fabrication de produits explosifs"
"ACTIVITY";"Activité économique";"79.11";"Activités des agences de voyage"
"ACTIVITY";"Activité économique";"78.10";"Activités des agences de placement de main-d'œuvre"
"ACTIVITY";"Activité économique";"20.17";"Fabrication de caoutchouc synthétique"
"ACTIVITY";"Activité économique";"30.1";"Construction navale"
"ACTIVITY";"Activité économique";"77.40";"Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright"
"ACTIVITY";"Activité économique";"78.30";"Autre mise à disposition de ressources humaines"
"ACTIVITY";"Activité économique";"81.30";"Services d'aménagement paysager"
"ACTIVITY";"Activité économique";"10.81";"Fabrication de sucre"
"ACTIVITY";"Activité économique";"10.6";"Travail des grains ; fabrication de produits amylacés"
"ACTIVITY";"Activité économique";"39.00Z";"Dépollution et autres services de gestion des déchets"
"ACTIVITY";"Activité économique";"78.1";"Activités des agences de placement de main-d'œuvre"
"ACTIVITY";"Activité économique";"A38_CD";"Cokéfaction et raffinage"
"ACTIVITY";"Activité économique";"14.14Z";"Fabrication de vêtements de dessous"
"ACTIVITY";"Activité économique";"80.2";"Activités liées aux systèmes de sécurité"
"ACTIVITY";"Activité économique";"23.20Z";"Fabrication de produits réfractaires"
"ACTIVITY";"Activité économique";"22.22Z";"Fabrication d'emballages en matières plastiques"
"ACTIVITY";"Activité économique";"77.33";"Location et location-bail de machines de bureau et de matériel informatique"
"ACTIVITY";"Activité économique";"77.39";"Location et location-bail d'autres machines, équipements et biens matériels n.c.a."
"ACTIVITY";"Activité économique";"81.22";"Autres activités de nettoyage des bâtiments et nettoyage industriel"
"ACTIVITY";"Activité économique";"08.93Z";"Production de sel"
"ACTIVITY";"Activité économique";"80.30";"Activités d'enquête"
"ACTIVITY";"Activité économique";"80.20";"Activités liées aux systèmes de sécurité"
"ACTIVITY";"Activité économique";"80.3";"Activités d'enquête"
"ACTIVITY";"Activité économique";"79.9";"Autres services de réservation et activités connexes"
"ACTIVITY";"Activité économique";"79.12";"Activités des voyagistes"
"ACTIVITY";"Activité économique";"79.1";"Activités des agences de voyage et voyagistes"
"ACTIVITY";"Activité économique";"10.82";"Fabrication de cacao, chocolat et de produits de confiserie"
"ACTIVITY";"Activité économique";"90.02";"Activités de soutien au spectacle vivant"
"ACTIVITY";"Activité économique";"38.12";"Collecte des déchets dangereux"
"ACTIVITY";"Activité économique";"42.91Z";"Construction d'ouvrages maritimes et fluviaux"
"ACTIVITY";"Activité économique";"25.6";"Traitement et revêtement des métaux ; usinage"
"ACTIVITY";"Activité économique";"42.13A";"Construction d'ouvrages d'art"
"ACTIVITY";"Activité économique";"23.51";"Fabrication de ciment"
"ACTIVITY";"Activité économique";"23.91Z";"Fabrication de produits abrasifs"
"ACTIVITY";"Activité économique";"18.13";"Activités de pré-presse"
"ACTIVITY";"Activité économique";"10.71A";"Fabrication industrielle de pain et de pâtisserie fraîche"
"ACTIVITY";"Activité économique";"24.42Z";"Métallurgie de l'aluminium"
"ACTIVITY";"Activité économique";"27.12Z";"Fabrication de matériel de distribution et de commande électrique"
"ACTIVITY";"Activité économique";"32.2";"Fabrication d'instruments de musique"
"ACTIVITY";"Activité économique";"33.14";"Réparation d'équipements électriques"
"ACTIVITY";"Activité économique";"27.51";"Fabrication d'appareils électroménagers"
"ACTIVITY";"Activité économique";"28.96";"Fabrication de machines pour le travail du caoutchouc ou des plastiques"
"ACTIVITY";"Activité économique";"26.70Z";"Fabrication de matériels optique et photographique"
"ACTIVITY";"Activité économique";"35.14";"Commerce d'électricité"
"ACTIVITY";"Activité économique";"28.24";"Fabrication d'outillage portatif à moteur incorporé"
"ACTIVITY";"Activité économique";"25.4";"Fabrication d'armes et de munitions"
"ACTIVITY";"Activité économique";"82.11";"Services administratifs combinés de bureau"
"ACTIVITY";"Activité économique";"90.0";"Activités créatives, artistiques et de spectacle"
"ACTIVITY";"Activité économique";"82.2";"Activités de centres d'appels"
"ACTIVITY";"Activité économique";"82.1";"Activités administratives"
"ACTIVITY";"Activité économique";"93.12";"Activités de clubs de sports"
"ACTIVITY";"Activité économique";"82.92";"Activités de conditionnement"
"ACTIVITY";"Activité économique";"82.19";"Photocopie, préparation de documents et autres activités spécialisées de soutien de bureau"
"ACTIVITY";"Activité économique";"91";"Bibliothèques, archives, musées et autres activités culturelles"
"ACTIVITY";"Activité économique";"90.01";"Arts du spectacle vivant"
"ACTIVITY";"Activité économique";"91.03";"Gestion des sites et monuments historiques et des attractions touristiques similaires"
"ACTIVITY";"Activité économique";"17.24Z";"Fabrication de papiers peints"
"ACTIVITY";"Activité économique";"17.2";"Fabrication d'articles en papier ou en carton"
"ACTIVITY";"Activité économique";"30.9";"Fabrication de matériels de transport n.c.a."
"ACTIVITY";"Activité économique";"10.73";"Fabrication de pâtes alimentaires"
"ACTIVITY";"Activité économique";"43.91B";"Travaux de couverture par éléments"
"ACTIVITY";"Activité économique";"10.72";"Fabrication de biscuits, biscottes et pâtisseries de conservation"
"ACTIVITY";"Activité économique";"43.33";"Travaux de revêtement des sols et des murs"
"ACTIVITY";"Activité économique";"35.1";"Production, transport et distribution d'électricité"
"ACTIVITY";"Activité économique";"13.99Z";"Fabrication d'autres textiles n.c.a."
"ACTIVITY";"Activité économique";"28.41";"Fabrication de machines de formage des métaux"
"ACTIVITY";"Activité économique";"24.34Z";"Tréfilage à froid"
"ACTIVITY";"Activité économique";"82.20";"Activités de centres d'appels"
"ACTIVITY";"Activité économique";"36.00Z";"Captage, traitement et distribution d'eau"
"ACTIVITY";"Activité économique";"13.91";"Fabrication d'étoffes à mailles"
"ACTIVITY";"Activité économique";"A10_BE";"Industrie manufacturière, industries extractives et autres"
"ACTIVITY";"Activité économique";"26.60Z";"Fabrication d'équipements d'irradiation médicale, d'équipements électromédicaux et électrothérapeutiques"
"ACTIVITY";"Activité économique";"25.93Z";"Fabrication d'articles en fils métalliques, de chaînes et de ressorts"
"ACTIVITY";"Activité économique";"21.20Z";"Fabrication de préparations pharmaceutiques"
"ACTIVITY";"Activité économique";"25.50";"Forge, emboutissage, estampage ; métallurgie des poudres"
"ACTIVITY";"Activité économique";"38.2";"Traitement et élimination des déchets"
"ACTIVITY";"Activité économique";"29.1";"Construction de véhicules automobiles"
"ACTIVITY";"Activité économique";"32.50A";"Fabrication de matériel médico-chirurgical et dentaire"
"ACTIVITY";"Activité économique";"31.01";"Fabrication de meubles de bureau et de magasin"
"ACTIVITY";"Activité économique";"92.00";"Organisation de jeux de hasard et d'argent"
"ACTIVITY";"Activité économique";"28.4";"Fabrication de machines de formage des métaux et de machines-outils"
"ACTIVITY";"Activité économique";"13.20Z";"Tissage"
"ACTIVITY";"Activité économique";"31.0";"Fabrication de meubles"
"ACTIVITY";"Activité économique";"26.12";"Fabrication de cartes électroniques assemblées"
"ACTIVITY";"Activité économique";"91.04";"Gestion des jardins botaniques et zoologiques et des réserves naturelles"
"ACTIVITY";"Activité économique";"43.99E";"Location avec opérateur de matériel de construction"
"ACTIVITY";"Activité économique";"08.11Z";"Extraction de pierres ornementales et de construction, de calcaire industriel, de gypse, de craie et d'ardoise"
"ACTIVITY";"Activité économique";"91.0";"Bibliothèques, archives, musées et autres activités culturelles"
"ACTIVITY";"Activité économique";"10.32Z";"Préparation de jus de fruits et légumes"
"ACTIVITY";"Activité économique";"18.11";"Imprimerie de journaux"
"ACTIVITY";"Activité économique";"32.20Z";"Fabrication d'instruments de musique"
"ACTIVITY";"Activité économique";"82.99";"Autres activités de soutien aux entreprises n.c.a."
"ACTIVITY";"Activité économique";"93.19";"Autres activités liées au sport"
"ACTIVITY";"Activité économique";"23.52";"Fabrication de chaux et plâtre"
"ACTIVITY";"Activité économique";"10.84Z";"Fabrication de condiments et assaisonnements"
"ACTIVITY";"Activité économique";"28.22";"Fabrication de matériel de levage et de manutention"
"ACTIVITY";"Activité économique";"27.52";"Fabrication d'appareils ménagers non électriques"
"ACTIVITY";"Activité économique";"90";"Activités créatives, artistiques et de spectacle"
"ACTIVITY";"Activité économique";"43.29B";"Autres travaux d'installation n.c.a."
"ACTIVITY";"Activité économique";"91.01";"Gestion des bibliothèques et des archives"
"ACTIVITY";"Activité économique";"23.62Z";"Fabrication d'éléments en plâtre pour la construction"
"ACTIVITY";"Activité économique";"90.03";"Création artistique"
"ACTIVITY";"Activité économique";"93.11";"Gestion d'installations sportives"
"ACTIVITY";"Activité économique";"28.91Z";"Fabrication de machines pour la métallurgie"
"ACTIVITY";"Activité économique";"28.21Z";"Fabrication de fours et brûleurs"
"ACTIVITY";"Activité économique";"43.22";"Travaux de plomberie et installation de chauffage et de conditionnement d'air"
"ACTIVITY";"Activité économique";"28.49";"Fabrication d'autres machines-outils"
"ACTIVITY";"Activité économique";"82.9";"Activités de soutien aux entreprises n.c.a."
"ACTIVITY";"Activité économique";"23.42Z";"Fabrication d'appareils sanitaires en céramique"
"ACTIVITY";"Activité économique";"18.11Z";"Imprimerie de journaux"
"ACTIVITY";"Activité économique";"27.32Z";"Fabrication d'autres fils et câbles électroniques ou électriques"
"ACTIVITY";"Activité économique";"26.7";"Fabrication de matériels optique et photographique"
"ACTIVITY";"Activité économique";"10.71";"Fabrication de pain et de pâtisserie fraîche"
"ACTIVITY";"Activité économique";"17.21";"Fabrication de papier et carton ondulés et d'emballages en papier ou en carton"
"ACTIVITY";"Activité économique";"35.30Z";"Production et distribution de vapeur et d'air conditionné"
"ACTIVITY";"Activité économique";"93.13";"Activités des centres de culture physique"
"ACTIVITY";"Activité économique";"93.21";"Activités des parcs d'attractions et parcs à thèmes"
"ACTIVITY";"Activité économique";"92";"Organisation de jeux de hasard et d'argent"
"ACTIVITY";"Activité économique";"91.02";"Gestion des musées"
"ACTIVITY";"Activité économique";"82.3";"Organisation de salons professionnels et congrès"
"ACTIVITY";"Activité économique";"93.2";"Activités récréatives et de loisirs"
"ACTIVITY";"Activité économique";"93.1";"Activités liées au sport"
"ACTIVITY";"Activité économique";"92.0";"Organisation de jeux de hasard et d'argent"
"ACTIVITY";"Activité économique";"43.32B";"Travaux de menuiserie métallique et serrurerie"
"ACTIVITY";"Activité économique";"23.62";"Fabrication d'éléments en plâtre pour la construction"
"ACTIVITY";"Activité économique";"25.5";"Forge, emboutissage, estampage ; métallurgie des poudres"
"ACTIVITY";"Activité économique";"95.23";"Réparation de chaussures et d'articles en cuir"
"ACTIVITY";"Activité économique";"96";"Autres services personnels"
"ACTIVITY";"Activité économique";"30.20Z";"Construction de locomotives et d'autre matériel ferroviaire roulant"
"ACTIVITY";"Activité économique";"95.24";"Réparation de meubles et d'équipements du foyer"
"ACTIVITY";"Activité économique";"96.03";"Services funéraires"
"ACTIVITY";"Activité économique";"96.01";"Blanchisserie-teinturerie"
"ACTIVITY";"Activité économique";"95.29";"Réparation d'autres biens personnels et domestiques"
"ACTIVITY";"Activité économique";"96.09";"Autres services personnels n.c.a."
"ACTIVITY";"Activité économique";"95.12";"Réparation d'équipements de communication"
"ACTIVITY";"Activité économique";"10.12Z";"Transformation et conservation de la viande de volaille"
"ACTIVITY";"Activité économique";"24.45";"Métallurgie des autres métaux non ferreux"
"ACTIVITY";"Activité économique";"17.24";"Fabrication de papiers peints"
"ACTIVITY";"Activité économique";"16.22Z";"Fabrication de parquets assemblés"
"ACTIVITY";"Activité économique";"A88_42";"Génie civil"
"ACTIVITY";"Activité économique";"24.20";"Fabrication de tubes, tuyaux, profilés creux et accessoires correspondants en acier"
"ACTIVITY";"Activité économique";"24.31";"Étirage à froid de barres"
"ACTIVITY";"Activité économique";"23.44Z";"Fabrication d'autres produits céramiques à usage technique"
"ACTIVITY";"Activité économique";"08.92";"Extraction de tourbe"
"ACTIVITY";"Activité économique";"25.93";"Fabrication d'articles en fils métalliques, de chaînes et de ressorts"
"ACTIVITY";"Activité économique";"14.19Z";"Fabrication d'autres vêtements et accessoires"
"ACTIVITY";"Activité économique";"28.12Z";"Fabrication d'équipements hydrauliques et pneumatiques"
"ACTIVITY";"Activité économique";"23.12";"Façonnage et transformation du verre plat"
"ACTIVITY";"Activité économique";"10.81Z";"Fabrication de sucre"
"ACTIVITY";"Activité économique";"14.14";"Fabrication de vêtements de dessous"
"ACTIVITY";"Activité économique";"10.51C";"Fabrication de fromage"
"ACTIVITY";"Activité économique";"26.11";"Fabrication de composants électroniques"
"ACTIVITY";"Activité économique";"08.12";"Exploitation de gravières et sablières, extraction d'argiles et de kaolin"
"ACTIVITY";"Activité économique";"22.29B";"Fabrication de produits de consommation courante en matières plastiques"
"ACTIVITY";"Activité économique";"25.62A";"Décolletage"
"ACTIVITY";"Activité économique";"27.51Z";"Fabrication d'appareils électroménagers"
"ACTIVITY";"Activité économique";"31.03Z";"Fabrication de matelas"
"ACTIVITY";"Activité économique";"17.22";"Fabrication d'articles en papier à usage sanitaire ou domestique"
"ACTIVITY";"Activité économique";"41.10A";"Promotion immobilière de logements"
"ACTIVITY";"Activité économique";"47";"Commerce de détail, à l’exception des automobiles et des motocycles"
"ACTIVITY";"Activité économique";"96.0";"Autres services personnels"
"ACTIVITY";"Activité économique";"96.02";"Coiffure et soins de beauté"
"ACTIVITY";"Activité économique";"G472T477";"Commerce de détail en magasin spécialisé (47.2 à 47.7)"
"ACTIVITY";"Activité économique";"45.32";"Commerce de détail d'équipements automobiles"
"ACTIVITY";"Activité économique";"10.71C";"Boulangerie et boulangerie-pâtisserie"
"ACTIVITY";"Activité économique";"95.21";"Réparation de produits électroniques grand public"
"ACTIVITY";"Activité économique";"95.2";"Réparation de biens personnels et domestiques"
"ACTIVITY";"Activité économique";"95.22";"Réparation d'appareils électroménagers et d'équipements pour la maison et le jardin"
"ACTIVITY";"Activité économique";"45.19";"Commerce d'autres véhicules automobiles"
"ACTIVITY";"Activité économique";"G454";"Commerce et réparation de motocycles"
"ACTIVITY";"Activité économique";"45.20";"Entretien et réparation de véhicules automobiles"
"ACTIVITY";"Activité économique";"93.29";"Autres activités récréatives et de loisirs"
"ACTIVITY";"Activité économique";"95.1";"Réparation d'ordinateurs et d'équipements de communication"
"ACTIVITY";"Activité économique";"95";"Réparation d'ordinateurs et de biens personnels et domestiques"
"ACTIVITY";"Activité économique";"45.31";"Commerce de gros d'équipements automobiles"
"ACTIVITY";"Activité économique";"31.09";"Fabrication d'autres meubles"
"ACTIVITY";"Activité économique";"26.5";"Fabrication d'instruments et d'appareils de mesure, d'essai et de navigation ; horlogerie"
"ACTIVITY";"Activité économique";"21.10Z";"Fabrication de produits pharmaceutiques de base"
"ACTIVITY";"Activité économique";"25.3";"Fabrication de générateurs de vapeur, à l'exception des chaudières pour le chauffage central"
"ACTIVITY";"Activité économique";"23.5";"Fabrication de ciment, chaux et plâtre"
"ACTIVITY";"Activité économique";"46.13";"Intermédiaires du commerce en bois et matériaux de construction"
"ACTIVITY";"Activité économique";"16.10A";"Sciage et rabotage du bois, hors imprégnation"
"ACTIVITY";"Activité économique";"27.90";"Fabrication d'autres matériels électriques"
"ACTIVITY";"Activité économique";"13.1";"Préparation de fibres textiles et filature"
"ACTIVITY";"Activité économique";"25.29";"Fabrication d'autres réservoirs, citernes et conteneurs métalliques"
"ACTIVITY";"Activité économique";"10.51D";"Fabrication d'autres produits laitiers"
"ACTIVITY";"Activité économique";"28.30";"Fabrication de machines agricoles et forestières"
"ACTIVITY";"Activité économique";"46.31";"Commerce de gros de fruits et légumes"
"ACTIVITY";"Activité économique";"46.12";"Intermédiaires du commerce en combustibles, métaux, minéraux et produits chimiques"
"ACTIVITY";"Activité économique";"46.32";"Commerce de gros de viandes et de produits à base de viande"
"ACTIVITY";"Activité économique";"25.62";"Usinage"
